Industries,Year,Month,Province,Sales (Millions)
"Sporting goods, hobby, book and music stores",2020,5,Ontario,234.657
"Sporting goods, hobby, book and music stores",2021,1,Ontario,157.428
"Sporting goods, hobby, book and music stores",2021,2,Ontario,246.635
"Sporting goods, hobby, book and music stores",2021,4,Ontario,258.362
Motor vehicle and parts dealers,2013,2,Ontario,168.929
Motor vehicle and parts dealers,2013,4,Ontario,249.468
Motor vehicle and parts dealers,2013,5,Ontario,222.654
Motor vehicle and parts dealers,2013,6,Ontario,244.665
Motor vehicle and parts dealers,2013,7,Ontario,248.195
Motor vehicle and parts dealers,2013,8,Ontario,240.147
Motor vehicle and parts dealers,2014,2,Ontario,174.221
Motor vehicle and parts dealers,2014,3,Ontario,229.994
Motor vehicle and parts dealers,2014,5,Ontario,240.996
Motor vehicle and parts dealers,2014,8,Ontario,249.007
Motor vehicle and parts dealers,2014,9,Ontario,256.483
Motor vehicle and parts dealers,2014,12,Ontario,231.162
Motor vehicle and parts dealers,2015,2,Ontario,198.543
Motor vehicle and parts dealers,2015,4,Ontario,321.975
Motor vehicle and parts dealers,2015,11,Ontario,282.166
Motor vehicle and parts dealers,2015,12,Ontario,267.906
Motor vehicle and parts dealers,2016,1,Ontario,278.266
Motor vehicle and parts dealers,2016,4,Ontario,368.16
Motor vehicle and parts dealers,2016,5,Ontario,364.017
Motor vehicle and parts dealers,2016,6,Ontario,370.421
Motor vehicle and parts dealers,2016,7,Ontario,341.635
Motor vehicle and parts dealers,2016,8,Ontario,371.178
Motor vehicle and parts dealers,2016,12,Ontario,272.82
Motor vehicle and parts dealers,2017,2,Ontario,259.241
Motor vehicle and parts dealers,2017,3,Ontario,408.623
Motor vehicle and parts dealers,2017,6,Ontario,406.522
Motor vehicle and parts dealers,2020,1,Ontario,388.967
Motor vehicle and parts dealers,2020,3,Ontario,374.263
Motor vehicle and parts dealers,2020,4,Ontario,200.854
Motor vehicle and parts dealers,2020,6,Ontario,529.358
Motor vehicle and parts dealers,2020,7,Ontario,553.744
Motor vehicle and parts dealers,2020,8,Ontario,526.39
Motor vehicle and parts dealers,2020,9,Ontario,453.869
Motor vehicle and parts dealers,2020,10,Ontario,498.854
Motor vehicle and parts dealers,2020,11,Ontario,476.267
Motor vehicle and parts dealers,2020,12,Ontario,419.934
Motor vehicle and parts dealers,2021,1,Ontario,411.87
Motor vehicle and parts dealers,2021,2,Ontario,408.354
Motor vehicle and parts dealers,2021,3,Ontario,605.697
Motor vehicle and parts dealers,2021,4,Ontario,472.814
Motor vehicle and parts dealers,2021,6,Ontario,492.563
Motor vehicle and parts dealers,2021,7,Ontario,559.992
Motor vehicle and parts dealers,2021,8,Ontario,457.949
Motor vehicle and parts dealers,2021,9,Ontario,520.383
Motor vehicle and parts dealers,2021,10,Ontario,557.319
Motor vehicle and parts dealers,2022,1,Ontario,461.7
Motor vehicle and parts dealers,2022,2,Ontario,511.931
Motor vehicle and parts dealers,2022,3,Ontario,614.287
Motor vehicle and parts dealers,2022,4,Ontario,596.551
Motor vehicle and parts dealers,2022,6,Ontario,628.849
Motor vehicle and parts dealers,2022,7,Ontario,602.391
Motor vehicle and parts dealers,2022,8,Ontario,648.727
Motor vehicle and parts dealers,2022,9,Ontario,596.163
Motor vehicle and parts dealers,2022,10,Ontario,661.938
Motor vehicle and parts dealers,2022,11,Ontario,581.927
Building material and garden equipment and supplies dealers,2013,1,Alberta,236.369
Building material and garden equipment and supplies dealers,2020,1,Alberta,289.466
Building material and garden equipment and supplies dealers,2020,2,Alberta,282.31
Food and beverage store,2021,4,Alberta,64.917
Furniture and home furnishings stores,2016,6,Alberta,124.234
Miscellaneous store retailers,2016,7,Alberta,166.368
Motor vehicle and parts dealers,2013,3,Alberta,120.987
Motor vehicle and parts dealers,2013,5,Alberta,242.731
Motor vehicle and parts dealers,2013,9,Alberta,113.782
Motor vehicle and parts dealers,2013,10,Alberta,112.838
Motor vehicle and parts dealers,2014,1,Alberta,79.676
Motor vehicle and parts dealers,2014,10,Alberta,135.409
Motor vehicle and parts dealers,2015,1,Alberta,73.116
Motor vehicle and parts dealers,2015,2,Alberta,99.266
Motor vehicle and parts dealers,2015,3,Alberta,140.42
Motor vehicle and parts dealers,2015,9,Alberta,112.13
Motor vehicle and parts dealers,2015,11,Alberta,70.748
Motor vehicle and parts dealers,2016,1,Alberta,67.125
Motor vehicle and parts dealers,2016,5,Alberta,208.698
Motor vehicle and parts dealers,2016,6,Alberta,186.509
Motor vehicle and parts dealers,2016,7,Alberta,158.386
Motor vehicle and parts dealers,2016,8,Alberta,151.795
Motor vehicle and parts dealers,2016,9,Alberta,115.797
Motor vehicle and parts dealers,2016,10,Alberta,92.496
Motor vehicle and parts dealers,2016,11,Alberta,79.414
Motor vehicle and parts dealers,2016,12,Alberta,76.141
Motor vehicle and parts dealers,2019,11,Alberta,73.131
Motor vehicle and parts dealers,2019,12,Alberta,56.21
Clothing and clothing accessories stores,2020,4,Alberta,3.229
Food and beverage store,2013,10,Alberta,52.81
Food and beverage store,2016,4,Alberta,44.178
Food and beverage store,2016,5,Alberta,45.125
Food and beverage store,2016,6,Alberta,46.715
Food and beverage store,2016,8,Alberta,41.178
Food and beverage store,2016,9,Alberta,44.915
Food and beverage store,2017,10,Alberta,59.729
Food and beverage store,2020,6,Alberta,54.536
Food and beverage store,2020,7,Alberta,53.905
Food and beverage store,2020,8,Alberta,60.991
Food and beverage store,2020,9,Alberta,59.445
Food and beverage store,2020,10,Alberta,61.482
Food and beverage store,2020,11,Alberta,66.876
Food and beverage store,2022,3,Alberta,56.545
Food and beverage store,2022,4,Alberta,62.912
Food and beverage store,2022,5,Alberta,64.622
Food and beverage store,2022,6,Alberta,69.626
Food and beverage store,2022,7,Alberta,71.796
Food and beverage store,2022,8,Alberta,69.333
Food and beverage store,2022,9,Alberta,63.4
Food and beverage store,2022,10,Alberta,69.743
"Sporting goods, hobby, book and music stores",2020,7,Alberta,146.494
"Sporting goods, hobby, book and music stores",2020,11,Alberta,191.807
Motor vehicle and parts dealers,2013,3,Alberta,54.604
Motor vehicle and parts dealers,2013,7,Alberta,62.316
Motor vehicle and parts dealers,2013,8,Alberta,59.7
Motor vehicle and parts dealers,2013,10,Alberta,73.917
Motor vehicle and parts dealers,2013,12,Alberta,61.36
Motor vehicle and parts dealers,2014,2,Alberta,60.765
Motor vehicle and parts dealers,2014,3,Alberta,84.77
Motor vehicle and parts dealers,2014,5,Alberta,73.354
Motor vehicle and parts dealers,2014,6,Alberta,89.502
Motor vehicle and parts dealers,2014,10,Alberta,75.584
Motor vehicle and parts dealers,2014,11,Alberta,67.588
Motor vehicle and parts dealers,2014,12,Alberta,71.908
Motor vehicle and parts dealers,2015,4,Alberta,102.617
Motor vehicle and parts dealers,2015,7,Alberta,107.308
Motor vehicle and parts dealers,2015,8,Alberta,105.931
Motor vehicle and parts dealers,2015,12,Alberta,90.599
Motor vehicle and parts dealers,2016,1,Alberta,79.361
Motor vehicle and parts dealers,2016,3,Alberta,113.697
Motor vehicle and parts dealers,2016,4,Alberta,108.064
Motor vehicle and parts dealers,2016,5,Alberta,117.852
Motor vehicle and parts dealers,2016,7,Alberta,107.422
Motor vehicle and parts dealers,2016,8,Alberta,110.522
Motor vehicle and parts dealers,2016,9,Alberta,106.744
Motor vehicle and parts dealers,2016,11,Alberta,114.032
Motor vehicle and parts dealers,2017,4,Alberta,107.153
Motor vehicle and parts dealers,2017,5,Alberta,124.936
Motor vehicle and parts dealers,2017,6,Alberta,128.863
Motor vehicle and parts dealers,2017,7,Alberta,83.499
Motor vehicle and parts dealers,2017,8,Alberta,107.938
Motor vehicle and parts dealers,2017,9,Alberta,100.256
Motor vehicle and parts dealers,2017,11,Alberta,101.329
Motor vehicle and parts dealers,2017,12,Alberta,92.289
Motor vehicle and parts dealers,2019,8,Alberta,115.769
Motor vehicle and parts dealers,2019,10,Alberta,121.637
Motor vehicle and parts dealers,2020,6,Alberta,124.593
Motor vehicle and parts dealers,2020,9,Alberta,134.612
Motor vehicle and parts dealers,2021,3,Alberta,174.957
Motor vehicle and parts dealers,2022,1,Alberta,91.761
Motor vehicle and parts dealers,2022,2,Alberta,101.947
Motor vehicle and parts dealers,2022,3,Alberta,105.843
Motor vehicle and parts dealers,2022,4,Alberta,100.155
Motor vehicle and parts dealers,2022,5,Alberta,99.163
Motor vehicle and parts dealers,2022,6,Alberta,101.622
Motor vehicle and parts dealers,2022,7,Alberta,118.555
Motor vehicle and parts dealers,2022,9,Alberta,132.916
Motor vehicle and parts dealers,2022,10,Alberta,126.346
Motor vehicle and parts dealers,2022,11,Alberta,102.924
Building material and garden equipment and supplies dealers,2022,7,British Columbia,590.629
Building material and garden equipment and supplies dealers,2022,8,British Columbia,593.775
Building material and garden equipment and supplies dealers,2022,9,British Columbia,564.559
Clothing and clothing accessories stores,2020,4,British Columbia,70.311
Food and beverage store,2014,4,British Columbia,53.065
Gasoline stations,2017,10,British Columbia,773.981
Gasoline stations,2020,6,British Columbia,711.65
Gasoline stations,2020,9,British Columbia,738.339
Furniture and home furnishings stores,2020,6,British Columbia,89.434
Clothing and clothing accessories stores,2020,12,British Columbia,101.444
Miscellaneous store retailers,2015,9,British Columbia,189.769
Miscellaneous store retailers,2020,4,British Columbia,184.585
Miscellaneous store retailers,2020,6,British Columbia,258.861
Miscellaneous store retailers,2020,8,British Columbia,304.413
Motor vehicle and parts dealers,2013,6,British Columbia,87.022
Motor vehicle and parts dealers,2013,9,British Columbia,66.605
Motor vehicle and parts dealers,2013,12,British Columbia,42.622
Motor vehicle and parts dealers,2014,1,British Columbia,42.528
Motor vehicle and parts dealers,2014,3,British Columbia,72.67
Motor vehicle and parts dealers,2014,6,British Columbia,96.786
Motor vehicle and parts dealers,2014,7,British Columbia,114.804
Motor vehicle and parts dealers,2014,10,British Columbia,77.486
Motor vehicle and parts dealers,2014,11,British Columbia,54.749
Motor vehicle and parts dealers,2015,1,British Columbia,66.887
Motor vehicle and parts dealers,2015,2,British Columbia,81.879
Motor vehicle and parts dealers,2015,5,British Columbia,150.341
Motor vehicle and parts dealers,2015,9,British Columbia,93.17
Motor vehicle and parts dealers,2016,1,British Columbia,60.028
Motor vehicle and parts dealers,2016,5,British Columbia,152.774
Motor vehicle and parts dealers,2016,6,British Columbia,176.489
Food and beverage store,2013,12,Alberta,246.298
Food and beverage store,2016,2,Alberta,54.859
Food and beverage store,2013,9,Alberta,1126.364
General merchandise stores,2013,9,Alberta,737.47
General merchandise stores,2013,11,Alberta,855.94
General merchandise stores,2013,12,Alberta,1027.111
Food and beverage store,2013,9,Alberta,889.376
Food and beverage store,2013,9,Alberta,818.77
Food and beverage store,2013,12,Alberta,899.19
Food and beverage store,2013,9,British Columbia,276.144
Food and beverage store,2013,12,British Columbia,347.711
Food and beverage store,2013,9,British Columbia,1262.342
General merchandise stores,2013,11,British Columbia,663.618
Food and beverage store,2013,9,British Columbia,912.589
Food and beverage store,2013,9,British Columbia,860.924
Food and beverage store,2014,9,British Columbia,925.649
Food and beverage store,2013,9,Ontario,636.23
Food and beverage store,2013,10,Ontario,607.898
Food and beverage store,2013,12,Ontario,822.726
Food and beverage store,2014,1,Ontario,509.67
Food and beverage store,2014,6,Ontario,709.642
Food and beverage store,2013,12,Ontario,3507.141
General merchandise stores,2013,9,Ontario,1809.964
General merchandise stores,2013,11,Ontario,2103.879
General merchandise stores,2013,12,Ontario,2716.844
Food and beverage store,2013,12,Ontario,2418.531
Food and beverage store,2013,12,Ontario,2256.582
Motor vehicle and parts dealers,2013,1,Alberta,1207.563
Motor vehicle and parts dealers,2013,2,Alberta,1186.633
Motor vehicle and parts dealers,2013,3,Alberta,1379.22
Motor vehicle and parts dealers,2013,4,Alberta,1636.202
Motor vehicle and parts dealers,2013,5,Alberta,1740.007
Motor vehicle and parts dealers,2013,6,Alberta,1618.772
Motor vehicle and parts dealers,2013,7,Alberta,1600.507
Motor vehicle and parts dealers,2013,8,Alberta,1610.794
Motor vehicle and parts dealers,2013,9,Alberta,1539.787
Motor vehicle and parts dealers,2013,10,Alberta,1594.964
Motor vehicle and parts dealers,2013,11,Alberta,1426.33
Motor vehicle and parts dealers,2013,12,Alberta,1294.798
Motor vehicle and parts dealers,2014,1,Alberta,1368.25
Motor vehicle and parts dealers,2014,2,Alberta,1277.062
Motor vehicle and parts dealers,2014,3,Alberta,1565.333
Motor vehicle and parts dealers,2014,4,Alberta,1672.797
Motor vehicle and parts dealers,2014,5,Alberta,1790.207
Motor vehicle and parts dealers,2014,6,Alberta,1726.7
Motor vehicle and parts dealers,2014,7,Alberta,1826.64
Motor vehicle and parts dealers,2014,8,Alberta,1676.121
Motor vehicle and parts dealers,2014,9,Alberta,1814.662
Motor vehicle and parts dealers,2014,10,Alberta,1765.442
Motor vehicle and parts dealers,2014,11,Alberta,1472.066
Motor vehicle and parts dealers,2014,12,Alberta,1424.312
Motor vehicle and parts dealers,2015,1,Alberta,1249.701
Motor vehicle and parts dealers,2015,2,Alberta,1166.88
Motor vehicle and parts dealers,2015,3,Alberta,1496.481
Motor vehicle and parts dealers,2015,4,Alberta,1550.658
Motor vehicle and parts dealers,2015,5,Alberta,1600.438
Motor vehicle and parts dealers,2015,6,Alberta,1604.963
Motor vehicle and parts dealers,2015,7,Alberta,1620.737
Motor vehicle and parts dealers,2015,8,Alberta,1555.088
Motor vehicle and parts dealers,2015,9,Alberta,1677.927
Motor vehicle and parts dealers,2015,10,Alberta,1613.829
